package	x86_selection	r3_selection	triage	note	x86_version	r3_version	r3_makefile	depends	provides	conflicts	build_depends
node-usb	y	n	exclude-node	用户要求暂缓 Node.js；同时排除反向依赖	2.17.0-r1	2.17.0-r1	package/feeds/packages/node-usb/Makefile	+libc +node +libusb-1.0			node/host
node-utf-8-validate	y	n	exclude-node	用户要求暂缓 Node.js；同时排除反向依赖	6.0.6-r1	6.0.6-r1	package/feeds/packages/node-utf-8-validate/Makefile	+libc +node			node/host
node-websocket	y	n	exclude-node	用户要求暂缓 Node.js；同时排除反向依赖	1.0.35-r1	1.0.35-r1	package/feeds/packages/node-websocket/Makefile	+libc +node +node-bufferutil +node-utf-8-validate			node/host
node-ws	y	n	exclude-node	用户要求暂缓 Node.js；同时排除反向依赖	8.20.0-r1	8.20.0-r1	package/feeds/packages/node-ws/Makefile	+libc +node +node-bufferutil +node-utf-8-validate			node/host
node-yarn	y	n	exclude-node	用户要求暂缓 Node.js；同时排除反向依赖	1.22.22-r1	1.22.22-r1	package/feeds/packages/node-yarn/Makefile	+libc +node			node/host
npc	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	0.26.24-r1	0.26.24-r1	package/feeds/packages/nps/Makefile	+libc @(aarch64||arm||i386||i686||loongarch64||mips||mips64||mips64el||mipsel||riscv64||x86_64) +ca-bundle			golang/host
ntfs-3g	y	n	runtime-review	可用源码候选；核对默认启动、端口、规则和卸载路径	2022.10.3-r1	2022.10.3-r1	package/feeds/packages/ntfs-3g/Makefile	+libc +kmod-fuse +PACKAGE_NTFS-3G_USE_LIBFUSE:libfuse +libpthread			
ntfs3-mount	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	10	10	package/emortal/automount/Makefile	+libc +kmod-fs-ntfs3		ntfs-3g	
ntp-utils	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	4.2.8_p17-r3	4.2.8_p17-r3	package/feeds/packages/ntpd/Makefile	+libc +libopenssl +libpthread +libcap +libevent2-pthreads			
ntpd	y	n	runtime-review	可用源码候选；核对默认启动、端口、规则和卸载路径	4.2.8_p17-r3	4.2.8_p17-r3	package/feeds/packages/ntpd/Makefile	+libc +libopenssl +libpthread +libcap +ntp-utils			
ntpdate	y	n	runtime-review	可用源码候选；核对默认启动、端口、规则和卸载路径	4.2.8_p17-r3	4.2.8_p17-r3	package/feeds/packages/ntpd/Makefile	+libc +libopenssl +libpthread +libcap			
nvme-cli	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	2.9.1-r1	2.9.1-r1	package/feeds/packages/nvme-cli/Makefile	+libc +libnvme			
odhcp6c	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	2024.09.25~b6ae9ffaeb0e18e9fa3d5be62faa8d3c9f340a58-r1	2024.09.25~b6ae9ffaeb0e18e9fa3d5be62faa8d3c9f340a58-r1	package/network/ipv6/odhcp6c/Makefile	+libc @IPV6 +libubox			
odhcpd-ipv6only	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	2025.10.02~b14cf98c914d8582f18c7b263814797366fa185d-r2	2025.10.02~b14cf98c914d8582f18c7b263814797366fa185d-r2	package/network/services/odhcpd/Makefile	+libc +libjson-c +libubox +libuci +libubus +libnl-tiny @IPV6			
omcproxy	y	n	runtime-review	可用源码候选；核对默认启动、端口、规则和卸载路径	2025.02.27~582cd8d3ae7e6af0073ce1d9198387af48affd60-r1	2025.02.27~582cd8d3ae7e6af0073ce1d9198387af48affd60-r1	package/network/services/omcproxy/Makefile	+libc +libubox +libubus			
openssh-client	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	9.9_p2-r1	9.9_p2-r1	package/feeds/packages/openssh/Makefile	+libc +libopenssl +zlib			OPENSSH_LIBFIDO2:libfido2
openssh-client-utils	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	9.9_p2-r1	9.9_p2-r1	package/feeds/packages/openssh/Makefile	+libc +libopenssl +zlib +openssh-client +openssh-keygen			OPENSSH_LIBFIDO2:libfido2
openssh-keygen	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	9.9_p2-r1	9.9_p2-r1	package/feeds/packages/openssh/Makefile	+libc +libopenssl +zlib			OPENSSH_LIBFIDO2:libfido2
openssh-moduli	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	9.9_p2-r1	9.9_p2-r1	package/feeds/packages/openssh/Makefile	+libc +openssh-keygen			OPENSSH_LIBFIDO2:libfido2
openssh-server	y	n	runtime-review	可用源码候选；核对默认启动、端口、规则和卸载路径	9.9_p2-r1	9.9_p2-r1	package/feeds/packages/openssh/Makefile	+libc +libopenssl +zlib +openssh-keygen +OPENSSH_LIBFIDO2:libfido2			OPENSSH_LIBFIDO2:libfido2
openssh-sftp-avahi-service	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	9.9_p2-r1	9.9_p2-r1	package/feeds/packages/openssh/Makefile	+libc +openssh-sftp-server +avahi-daemon			OPENSSH_LIBFIDO2:libfido2
openssh-sftp-client	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	9.9_p2-r1	9.9_p2-r1	package/feeds/packages/openssh/Makefile	+libc 			OPENSSH_LIBFIDO2:libfido2
openssh-sftp-server	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	9.9_p2-r1	9.9_p2-r1	package/feeds/packages/openssh/Makefile	+libc 			OPENSSH_LIBFIDO2:libfido2
openssl-util	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	3.0.18-r1	3.0.20-r1	package/libs/openssl/Makefile	+libc +libopenssl +libopenssl-conf			
openwrt-keyring	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	2024.11.01~c5d6bdf2776ae5b0eaae547ced1767761f1a20d1-r1	2024.11.01~c5d6bdf2776ae5b0eaae547ced1767761f1a20d1-r1	package/system/openwrt-keyring/Makefile	+libc 	lede-keyring		
opkg	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	2024.10.16~38eccbb1fd694d4798ac1baf88f9ba83d1eac616-r1	2024.10.16~38eccbb1fd694d4798ac1baf88f9ba83d1eac616-r1	package/system/opkg/Makefile	+libc +uclient-fetch +libpthread +libubox			
p910nd	y	n	runtime-review	可用源码候选；核对默认启动、端口、规则和卸载路径	0.97-r14	0.97-r14	package/feeds/packages/p910nd/Makefile	+libc 			
parted	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	3.6-r1	3.6-r1	package/feeds/packages/parted/Makefile	+libc +libparted +PARTED_READLINE:libreadline +PARTED_READLINE:libncurses			
partx-utils	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	2.40.2-r1	2.40.2-r1	package/utils/util-linux/Makefile	+libc +libblkid +libsmartcols			
pciids	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	0.407-r1	0.407-r1	package/feeds/packages/hwdata/Makefile	+libc 			
pciutils	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	3.14.0-r2	3.14.0-r2	package/feeds/packages/pciutils/Makefile	+libc +libkmod +libpci +pciids			
perl	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	5.40.0-r3	5.40.0-r4	package/feeds/packages/perl/Makefile	+libc +USE_GLIBC:libbsd +PERL_THREADS:libpthread @!arc			perl/host
perl-net-cidr-lite	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	0.21.5.40-r1	0.21.5.40-r1	package/feeds/packages/perl-net-cidr-lite/Makefile	+libc perl +perlbase-essential +perlbase-config +perlbase-io +perlbase-dynaloader			
perl-text-csv_xs	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	1.55.5.40-r1	1.55.5.40-r1	package/feeds/packages/perl-text-csv_xs/Makefile	+libc perl +perlbase-essential +perlbase-config +perlbase-io +perlbase-dynaloader			
perlbase-base	y	n	dependency	用目标构建系统重算依赖；Python/Perl 功能模块可按需补全	5.40.0-r3	5.40.0-r4	package/feeds/packages/perl/Makefile	+libc perl +perlbase-essential			perl/host
perlbase-bytes	y	n	dependency	用目标构建系统重算依赖；Python/Perl 功能模块可按需补全	5.40.0-r3	5.40.0-r4	package/feeds/packages/perl/Makefile	+libc perl			perl/host
perlbase-class	y	n	dependency	用目标构建系统重算依赖；Python/Perl 功能模块可按需补全	5.40.0-r3	5.40.0-r4	package/feeds/packages/perl/Makefile	+libc perl +perlbase-essential			perl/host
perlbase-config	y	n	dependency	用目标构建系统重算依赖；Python/Perl 功能模块可按需补全	5.40.0-r3	5.40.0-r4	package/feeds/packages/perl/Makefile	+libc perl			perl/host
perlbase-dynaloader	y	n	dependency	用目标构建系统重算依赖；Python/Perl 功能模块可按需补全	5.40.0-r3	5.40.0-r4	package/feeds/packages/perl/Makefile	+libc perl +perlbase-config			perl/host
perlbase-errno	y	n	dependency	用目标构建系统重算依赖；Python/Perl 功能模块可按需补全	5.40.0-r3	5.40.0-r4	package/feeds/packages/perl/Makefile	+libc perl +perlbase-config +perlbase-essential			perl/host
perlbase-essential	y	n	dependency	用目标构建系统重算依赖；Python/Perl 功能模块可按需补全	5.40.0-r3	5.40.0-r4	package/feeds/packages/perl/Makefile	+libc perl +perlbase-config			perl/host
perlbase-fcntl	y	n	dependency	用目标构建系统重算依赖；Python/Perl 功能模块可按需补全	5.40.0-r3	5.40.0-r4	package/feeds/packages/perl/Makefile	+libc perl +perlbase-essential +perlbase-xsloader			perl/host
perlbase-filehandle	y	n	dependency	用目标构建系统重算依赖；Python/Perl 功能模块可按需补全	5.40.0-r3	5.40.0-r4	package/feeds/packages/perl/Makefile	+libc perl +perlbase-essential +perlbase-io			perl/host
perlbase-getopt	y	n	dependency	用目标构建系统重算依赖；Python/Perl 功能模块可按需补全	5.40.0-r3	5.40.0-r4	package/feeds/packages/perl/Makefile	+libc perl +perlbase-essential			perl/host
perlbase-io	y	n	dependency	用目标构建系统重算依赖；Python/Perl 功能模块可按需补全	5.40.0-r3	5.40.0-r4	package/feeds/packages/perl/Makefile	+libc perl +perlbase-base +perlbase-bytes +perlbase-config +perlbase-errno +perlbase-essential +perlbase-fcntl +perlbase-list +perlbase-posix +perlbase-scalar +perlbase-selectsaver +perlbase-socket +perlbase-symbol +perlbase-tie +perlbase-xsloader			perl/host
perlbase-list	y	n	dependency	用目标构建系统重算依赖；Python/Perl 功能模块可按需补全	5.40.0-r3	5.40.0-r4	package/feeds/packages/perl/Makefile	+libc perl +perlbase-essential +perlbase-xsloader			perl/host
perlbase-net	y	n	dependency	用目标构建系统重算依赖；Python/Perl 功能模块可按需补全	5.40.0-r3	5.40.0-r4	package/feeds/packages/perl/Makefile	+libc perl +perlbase-class +perlbase-errno +perlbase-essential +perlbase-fcntl +perlbase-filehandle +perlbase-io +perlbase-posix +perlbase-socket +perlbase-symbol +perlbase-time			perl/host
perlbase-posix	y	n	dependency	用目标构建系统重算依赖；Python/Perl 功能模块可按需补全	5.40.0-r3	5.40.0-r4	package/feeds/packages/perl/Makefile	+libc perl +perlbase-essential +perlbase-fcntl +perlbase-tie +perlbase-xsloader			perl/host
perlbase-scalar	y	n	dependency	用目标构建系统重算依赖；Python/Perl 功能模块可按需补全	5.40.0-r3	5.40.0-r4	package/feeds/packages/perl/Makefile	+libc perl +perlbase-essential +perlbase-list			perl/host
perlbase-selectsaver	y	n	dependency	用目标构建系统重算依赖；Python/Perl 功能模块可按需补全	5.40.0-r3	5.40.0-r4	package/feeds/packages/perl/Makefile	+libc perl +perlbase-essential +perlbase-symbol			perl/host
perlbase-socket	y	n	dependency	用目标构建系统重算依赖；Python/Perl 功能模块可按需补全	5.40.0-r3	5.40.0-r4	package/feeds/packages/perl/Makefile	+libc perl +perlbase-essential +perlbase-xsloader			perl/host
perlbase-symbol	y	n	dependency	用目标构建系统重算依赖；Python/Perl 功能模块可按需补全	5.40.0-r3	5.40.0-r4	package/feeds/packages/perl/Makefile	+libc perl +perlbase-essential			perl/host
perlbase-tie	y	n	dependency	用目标构建系统重算依赖；Python/Perl 功能模块可按需补全	5.40.0-r3	5.40.0-r4	package/feeds/packages/perl/Makefile	+libc perl +perlbase-essential +perlbase-fcntl +perlbase-xsloader			perl/host
perlbase-time	y	n	dependency	用目标构建系统重算依赖；Python/Perl 功能模块可按需补全	5.40.0-r3	5.40.0-r4	package/feeds/packages/perl/Makefile	+libc perl +perlbase-class +perlbase-config +perlbase-dynaloader +perlbase-essential			perl/host
perlbase-xsloader	y	n	dependency	用目标构建系统重算依赖；Python/Perl 功能模块可按需补全	5.40.0-r3	5.40.0-r4	package/feeds/packages/perl/Makefile	+libc perl			perl/host
php8	m	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	8.3.31-r1	8.3.32-r1	package/feeds/packages/php8/Makefile	+libc +libpcre2 +zlib +PHP8_LIBXML:libxml2 +PHP8_SYSTEMTZDATA:zoneinfo-core		php7	
php8-cgi	m	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	8.3.31-r1	8.3.32-r1	package/feeds/packages/php8/Makefile	+libc php8 +PACKAGE_php8-mod-intl:libstdcpp +riscv64:libatomic			
php8-mod-pdo	m	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	8.3.31-r1	8.3.32-r1	package/feeds/packages/php8/Makefile	+libc php8 +riscv64:libatomic			
php8-mod-pdo-sqlite	m	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	8.3.31-r1	8.3.32-r1	package/feeds/packages/php8/Makefile	+libc php8 +riscv64:libatomic +php8-mod-pdo +PACKAGE_php8-mod-pdo-sqlite:libsqlite3 +PACKAGE_php8-mod-pdo-sqlite:librt			
php8-mod-xml	m	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	8.3.31-r1	8.3.32-r1	package/feeds/packages/php8/Makefile	+libc php8 +riscv64:libatomic +PHP8_LIBXML:libxml2 +!PHP8_LIBXML:libexpat			
pipx	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	1.3.3-r1	1.3.3-r1	package/feeds/packages/pipx/Makefile	+libc +python3-light +python3-logging +python3-urllib +python3-venv +python3-argcomplete +python3-packaging +python3-platformdirs +python3-userpath			python-hatchling/host python-hatch-vcs/host
ppp	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	2.5.1-r1	2.5.1-r1	package/network/services/ppp/Makefile	+libc +kmod-ppp +libpthread +shellsync +kmod-mppe			libpcap
ppp-mod-pppoe	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	2.5.1-r1	2.5.1-r1	package/network/services/ppp/Makefile	+libc @(PACKAGE_ppp||PACKAGE_ppp-multilink) +kmod-pppoe			libpcap
procd	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	2024.12.22~42d3937654508b04da64969f9d764ac2ec411904-r1	2026.03.14~c59f2d801f6a1b3740a8f08b2fcfe3cfb274699a-r1	package/system/procd/Makefile	+libc +ubusd +ubus +libjson-script +ubox +libubox +libudebug +libubus +libblobmsg-json +libjson-c +jshn		procd-selinux	
procd-seccomp	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	2024.12.22~42d3937654508b04da64969f9d764ac2ec411904-r1	2026.03.14~c59f2d801f6a1b3740a8f08b2fcfe3cfb274699a-r1	package/system/procd/Makefile	+libc @USE_SECCOMP +libubox +libblobmsg-json			
procd-ujail	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	2024.12.22~42d3937654508b04da64969f9d764ac2ec411904-r1	2026.03.14~c59f2d801f6a1b3740a8f08b2fcfe3cfb274699a-r1	package/system/procd/Makefile	+libc @KERNEL_NAMESPACES +@KERNEL_UTS_NS +@KERNEL_IPC_NS +@KERNEL_PID_NS +libubox +libubus +libuci +libblobmsg-json			
proto-bonding	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	2021.04.09-r1	2021.04.09-r1	package/feeds/packages/bonding/Makefile	+libc +kmod-bonding			
protobuf	y	n	dependency	用目标构建系统重算依赖；Python/Perl 功能模块可按需补全	3.17.3-r2	3.17.3-r2	package/feeds/packages/protobuf/Makefile	+libc +zlib +libpthread +libatomic +libstdcpp +protobuf-lite			
protobuf-lite	y	n	dependency	用目标构建系统重算依赖；Python/Perl 功能模块可按需补全	3.17.3-r2	3.17.3-r2	package/feeds/packages/protobuf/Makefile	+libc +zlib +libpthread +libatomic +libstdcpp			
px5g-mbedtls	y	n	tls-variant	目标已用 libustream-openssl，优先 luci-ssl-openssl	11	11	package/utils/px5g-mbedtls/Makefile	+libc +libmbedtls	px5g		
python3	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	3.11.14-r1	3.11.14-r1	package/feeds/packages/python3/Makefile	+libc +python3-light +python3-asyncio +python3-cgi +python3-cgitb +python3-codecs +python3-ctypes +python3-dbm +python3-decimal +python3-distutils +python3-email +python3-logging +python3-lzma +python3-multiprocessing +python3-ncurses +python3-openssl +python3-pydoc +python3-readline +python3-sqlite3 +python3-unittest +python3-urllib +python3-uuid +python3-xml			bluez python3/host python-build/host python-installer/host python-wheel/host
python3-argcomplete	y	n	dependency	用目标构建系统重算依赖；Python/Perl 功能模块可按需补全	3.2.1-r1	3.2.1-r1	package/feeds/packages/python-argcomplete/Makefile	+libc +python3-light			python-setuptools-scm/host
python3-asyncio	y	n	dependency	用目标构建系统重算依赖；Python/Perl 功能模块可按需补全	3.11.14-r1	3.11.14-r1	package/feeds/packages/python3/Makefile	+libc +python3-light			bluez python3/host python-build/host python-installer/host python-wheel/host
python3-base	y	n	dependency	用目标构建系统重算依赖；Python/Perl 功能模块可按需补全	3.11.14-r1	3.11.14-r1	package/feeds/packages/python3/Makefile	+libc +libpython3			bluez python3/host python-build/host python-installer/host python-wheel/host
python3-cgi	y	n	dependency	用目标构建系统重算依赖；Python/Perl 功能模块可按需补全	3.11.14-r1	3.11.14-r1	package/feeds/packages/python3/Makefile	+libc +python3-light +python3-email			bluez python3/host python-build/host python-installer/host python-wheel/host
python3-cgitb	y	n	dependency	用目标构建系统重算依赖；Python/Perl 功能模块可按需补全	3.11.14-r1	3.11.14-r1	package/feeds/packages/python3/Makefile	+libc +python3-light +python3-cgi +python3-pydoc			bluez python3/host python-build/host python-installer/host python-wheel/host
python3-click	y	n	dependency	用目标构建系统重算依赖；Python/Perl 功能模块可按需补全	8.1.7-r2	8.1.7-r2	package/feeds/packages/python-click/Makefile	+libc +python3-light +python3-urllib +python3-uuid			
python3-codecs	y	n	dependency	用目标构建系统重算依赖；Python/Perl 功能模块可按需补全	3.11.14-r1	3.11.14-r1	package/feeds/packages/python3/Makefile	+libc +python3-light			bluez python3/host python-build/host python-installer/host python-wheel/host
python3-ctypes	y	n	dependency	用目标构建系统重算依赖；Python/Perl 功能模块可按需补全	3.11.14-r1	3.11.14-r1	package/feeds/packages/python3/Makefile	+libc +python3-light +libffi			bluez python3/host python-build/host python-installer/host python-wheel/host
python3-dbm	y	n	dependency	用目标构建系统重算依赖；Python/Perl 功能模块可按需补全	3.11.14-r1	3.11.14-r1	package/feeds/packages/python3/Makefile	+libc +python3-light +libgdbm			bluez python3/host python-build/host python-installer/host python-wheel/host
python3-decimal	y	n	dependency	用目标构建系统重算依赖；Python/Perl 功能模块可按需补全	3.11.14-r1	3.11.14-r1	package/feeds/packages/python3/Makefile	+libc +python3-light			bluez python3/host python-build/host python-installer/host python-wheel/host
python3-distutils	y	n	dependency	用目标构建系统重算依赖；Python/Perl 功能模块可按需补全	3.11.14-r1	3.11.14-r1	package/feeds/packages/python3/Makefile	+libc +python3-light +python3-email			bluez python3/host python-build/host python-installer/host python-wheel/host
python3-email	y	n	dependency	用目标构建系统重算依赖；Python/Perl 功能模块可按需补全	3.11.14-r1	3.11.14-r1	package/feeds/packages/python3/Makefile	+libc +python3-light			bluez python3/host python-build/host python-installer/host python-wheel/host
python3-light	y	n	dependency	用目标构建系统重算依赖；Python/Perl 功能模块可按需补全	3.11.14-r1	3.11.14-r1	package/feeds/packages/python3/Makefile	+libc +python3-base +libbz2 +zlib			bluez python3/host python-build/host python-installer/host python-wheel/host
python3-logging	y	n	dependency	用目标构建系统重算依赖；Python/Perl 功能模块可按需补全	3.11.14-r1	3.11.14-r1	package/feeds/packages/python3/Makefile	+libc +python3-light			bluez python3/host python-build/host python-installer/host python-wheel/host
python3-lzma	y	n	dependency	用目标构建系统重算依赖；Python/Perl 功能模块可按需补全	3.11.14-r1	3.11.14-r1	package/feeds/packages/python3/Makefile	+libc +python3-light +liblzma			bluez python3/host python-build/host python-installer/host python-wheel/host
python3-multiprocessing	y	n	dependency	用目标构建系统重算依赖；Python/Perl 功能模块可按需补全	3.11.14-r1	3.11.14-r1	package/feeds/packages/python3/Makefile	+libc +python3-light			bluez python3/host python-build/host python-installer/host python-wheel/host
python3-ncurses	y	n	dependency	用目标构建系统重算依赖；Python/Perl 功能模块可按需补全	3.11.14-r1	3.11.14-r1	package/feeds/packages/python3/Makefile	+libc +python3-light +libncursesw			bluez python3/host python-build/host python-installer/host python-wheel/host
python3-openssl	y	n	dependency	用目标构建系统重算依赖；Python/Perl 功能模块可按需补全	3.11.14-r1	3.11.14-r1	package/feeds/packages/python3/Makefile	+libc +python3-light +libopenssl +ca-certs			bluez python3/host python-build/host python-installer/host python-wheel/host
python3-packaging	y	n	dependency	用目标构建系统重算依赖；Python/Perl 功能模块可按需补全	25.0-r1	25.0-r1	package/feeds/packages/python-packaging/Makefile	+libc +python3-light +python3-email +python3-logging +python3-urllib			python-flit-core/host
python3-pkg-resources	y	n	dependency	用目标构建系统重算依赖；Python/Perl 功能模块可按需补全	80.9.0-r1	80.9.0-r1	package/feeds/packages/python-setuptools/Makefile	+libc +python3-light +python3-email +python3-logging +python3-urllib			
python3-platformdirs	y	n	dependency	用目标构建系统重算依赖；Python/Perl 功能模块可按需补全	4.1.0-r1	4.1.0-r1	package/feeds/packages/python-platformdirs/Makefile	+libc +python3-light +python3-urllib			python-hatchling/host python-hatch-vcs/host
python3-psutil	y	n	dependency	用目标构建系统重算依赖；Python/Perl 功能模块可按需补全	5.9.5-r1	5.9.5-r1	package/feeds/packages/python-psutil/Makefile	+libc +python3-light			
python3-pydoc	y	n	dependency	用目标构建系统重算依赖；Python/Perl 功能模块可按需补全	3.11.14-r1	3.11.14-r1	package/feeds/packages/python3/Makefile	+libc +python3-light			bluez python3/host python-build/host python-installer/host python-wheel/host
python3-readline	y	n	dependency	用目标构建系统重算依赖；Python/Perl 功能模块可按需补全	3.11.14-r1	3.11.14-r1	package/feeds/packages/python3/Makefile	+libc +python3-light +libreadline			bluez python3/host python-build/host python-installer/host python-wheel/host
python3-sqlite3	y	n	dependency	用目标构建系统重算依赖；Python/Perl 功能模块可按需补全	3.11.14-r1	3.11.14-r1	package/feeds/packages/python3/Makefile	+libc +python3-light +libsqlite3			bluez python3/host python-build/host python-installer/host python-wheel/host
python3-unittest	y	n	dependency	用目标构建系统重算依赖；Python/Perl 功能模块可按需补全	3.11.14-r1	3.11.14-r1	package/feeds/packages/python3/Makefile	+libc +python3-light			bluez python3/host python-build/host python-installer/host python-wheel/host
python3-urllib	y	n	dependency	用目标构建系统重算依赖；Python/Perl 功能模块可按需补全	3.11.14-r1	3.11.14-r1	package/feeds/packages/python3/Makefile	+libc +python3-light +python3-email			bluez python3/host python-build/host python-installer/host python-wheel/host
python3-userpath	y	n	dependency	用目标构建系统重算依赖；Python/Perl 功能模块可按需补全	1.9.1-r1	1.9.1-r1	package/feeds/packages/python-userpath/Makefile	+libc +python3-light +python3-click +python3-psutil			python-hatchling/host
python3-uuid	y	n	dependency	用目标构建系统重算依赖；Python/Perl 功能模块可按需补全	3.11.14-r1	3.11.14-r1	package/feeds/packages/python3/Makefile	+libc +python3-light +libuuid			bluez python3/host python-build/host python-installer/host python-wheel/host
python3-venv	y	n	dependency	用目标构建系统重算依赖；Python/Perl 功能模块可按需补全	3.11.14-r1	3.11.14-r1	package/feeds/packages/python3/Makefile	+libc +python3			bluez python3/host python-build/host python-installer/host python-wheel/host
python3-xml	y	n	dependency	用目标构建系统重算依赖；Python/Perl 功能模块可按需补全	3.11.14-r1	3.11.14-r1	package/feeds/packages/python3/Makefile	+libc +python3-light +python3-urllib			bluez python3/host python-build/host python-installer/host python-wheel/host
qmi-utils	y	y	keep-target	保留目标版本和硬件相关选择；已有包仍需检查服务配置	1.34.0-r2	1.34.0-r2	package/feeds/packages/libqmi/Makefile	+libc +libqmi			
qosmate	y	n	runtime-review	可用源码候选；核对默认启动、端口、规则和卸载路径	0.5.48-r1	0.5.48-r1	package/qosmate/Makefile	+libc +kmod-sched +ip-full +kmod-veth +tc-full +kmod-netem +kmod-sched-ctinfo +kmod-ifb +kmod-sched-cake +kmod-sched-red			
quectel-CM-5G-M	y	n	modem-review	保留 ModemManager 单一拨号管理；诊断工具可按需保留	3.1.0-r0	3.2.0-r0	package/feeds/qmodem/quectel_CM_5G_M/Makefile	+libc +libjson-c			
quectel-cm	y	n	modem-review	保留 ModemManager 单一拨号管理；诊断工具可按需保留	1.6.5-r3	1.6.5-r3	package/feeds/packages/quectel-cm/Makefile	+libc +kmod-usb-net-cdc-mbim +kmod-usb-net-qmi-wwan +kmod-usb-net-qmi-wwan-fibocom +kmod-usb-net-qmi-wwan-quectel +kmod-usb-serial-option			
quectel-timesync	y	n	modem-review	保留 ModemManager 单一拨号管理；诊断工具可按需保留	2023.10.08~4333888cb8025b92511597a95859943fae0a0bc8-r1	2023.10.08~4333888cb8025b92511597a95859943fae0a0bc8-r1	package/feeds/packages/quectel-timesync/Makefile	+libc +kmod-usb-serial-option			
r8152-firmware	y	n	exclude-hardware	x86/外设驱动与固件不整体搬；板级包由 R3 Mini 选择	20241110-r2	20260221-r2	package/firmware/linux-firmware/Makefile	+libc 			
r8169-firmware	y	n	exclude-hardware	x86/外设驱动与固件不整体搬；板级包由 R3 Mini 选择	20241110-r2	20260221-r2	package/firmware/linux-firmware/Makefile	+libc 			
rclone	y	n	heavy-build	存在 aarch64 候选；关注工具链、下载和编译成本	1.70.3-r2	1.70.3-r2	package/feeds/packages/rclone/Makefile	+libc @(aarch64||arm||i386||i686||loongarch64||mips||mips64||mips64el||mipsel||riscv64||x86_64) +ca-bundle +fuse3-utils			golang/host
rclone-config	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	1.70.3-r2	1.70.3-r2	package/feeds/packages/rclone/Makefile	+libc +rclone			golang/host
rdisc6	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	1.0.2-r1	1.0.2-r1	package/mtk/applications/ndisc/Makefile	+libc +libpthread +librt			
rdnssd	y	n	runtime-review	可用源码候选；核对默认启动、端口、规则和卸载路径	1.0.2-r1	1.0.2-r1	package/mtk/applications/ndisc/Makefile	+libc +libpthread +librt			
resize2fs	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	1.47.0-r2	1.47.0-r2	package/utils/e2fsprogs/Makefile	+libc +e2fsprogs			util-linux
resolveip	y	n	generic-candidate	目标已有定义，可迁移功能选择；尚未完成目标架构编译验证	2	2	package/network/utils/resolveip/Makefile	+libc 			
